rotary~ 22/782-9329        ~0000002040~1 ~016~L~                    ~Y~N~Y~A ~002435~01/01/92~ ~00
rotary~617/582-1200        ~0000006641~1 ~032~L~KINGSTON 2400       ~Y~Y~Y~A ~068078~01/01/92~1~01
rotary~617/592-0207        ~0000007344~1 ~032~L~LYNN 2400           ~Y~Y~Y~A ~056775~01/01/92~1~01
rotary~617/951-0515        ~0000010513~1 ~001~H~AICORP              ~Y~Y~N~A ~047045~01/01/92~1~01
rotary~617/951-2469        ~0000010513~1 ~001~ ~LASERDATA           ~N~Y~ ~A ~040469~01/01/92~1~01
rotary~617/986-0500        ~0000005464~1 ~018~L~RANDOLPH 2400       ~Y~Y~Y~A ~042226~01/01/92~1~01
rotary~618-549-0164*       ~0000013303~  ~001~L~                    ~ ~ ~ ~C ~105266~09/11/92~ ~00
rotary~618/529-4300        ~0000013303~1 ~007~L~CARBONDALE 2400     ~Y~Y~Y~A ~066021~01/01/92~1~01
rotary~618/632-3993        ~0000012101~1 ~081~L~O'FALLON 2400       ~Y~Y~Y~A ~039851~01/01/92~1~01
rotary~618/632-3993        ~0000011207~1 ~081~L~O'FALLON 2400       ~Y~Y~Y~A ~039851~01/01/92~1~01
rotary~619/291-8412        ~0000005647~1 ~001~ ~U.S. COURTS         ~N~Y~ ~A ~041661~01/01/92~1~01
rotary~619/296-3370        ~0000004360~1 ~065~H~SAN DIEGO           ~Y~N~N~A ~000000~03/02/84~1~01
rotary~619/296-8747        ~0000005646~1 ~056~H~SAN DIEGO 2400      ~Y~Y~Y~A ~041661~04/13/84~1~01
rotary~619/296-8747        ~0000002665~1 ~056~H~SAN DIEGO 2400      ~Y~Y~Y~A ~041661~04/13/84~1~01
rotary~619/324-0920        ~0000012542~1 ~080~L~CATHEDL CTY2400     ~Y~Y~Y~A ~040209~07/01/85~1~01
rotary~619/324-0920        ~0000011271~1 ~080~L~CATHEDL CTY2400     ~Y~Y~Y~A ~040209~07/01/85~1~01
rotary~619/352-5823        ~0000012425~1 ~009~L~EL CENTRO 2400      ~Y~Y~Y~A ~059562~01/01/92~1~01
rotary~619/497-0042        ~0000003057~1 ~002~H~SAN DIEGO TYMX2     ~1~N~Y~A ~052059~12/07/89~4~01
rotary~619/497-0050        ~0000003510~1 ~014~H~SAN DIEGO TYMDI     ~Y~N~Y~UG~108747~10/15/92~3~01
rotary~619/648-1859        ~0000005165~1 ~002~M~                    ~Y~N~N~A ~061718~01/01/92~ ~00
rotary~619/648-3137        ~0000005316~1 ~001~ ~HONG KONG SHANG     ~N~N~N~A ~060904~01/01/92~1~01
rotary~619/679-0200        ~0000007653~1 ~016~L~POWAY 2400          ~Y~Y~Y~A ~063865~10/28/86~1~01
rotary~619/941-6700        ~0000004262~1 ~026~M~VISTA 2400          ~Y~Y~Y~UG~104814~08/17/92~1~01
rotary~619/941-9793        ~0000012364~  ~008~L~VISTA               ~Y~N~Y~P ~104814~08/17/92~3~01
rotary~619/955-7050        ~0000012460~1 ~014~L~VICTRVILLE 2400     ~Y~Y~Y~A ~059347~01/01/92~1~01
rotary~670/234-1121        ~0000006056~1 ~006~L~                    ~Y~N~ ~A ~032598~02/25/87~1~01
rotary~671/210-0633        ~0000007312~1 ~001~ ~SOCIAL SECURITY     ~N~N~ ~A ~037190~01/01/92~1~01
rotary~671/210-0634        ~0000007312~1 ~002~ ~SOCAIL SECURITY     ~N~N~ ~A ~037190~01/01/92~1~01
rotary~671/477-2222        ~0000007312~1 ~009~L~                    ~Y~N~ ~A ~000007~04/01/86~1~01
rotary~701/223-5165        ~0000012755~1 ~033~L~BISMARCK 2400       ~Y~Y~Y~UG~104997~08/20/92~1~01
rotary~701/280-0210        ~0000004751~1 ~044~L~FARGO 2400          ~Y~Y~Y~UG~104923~08/19/92~1~01
rotary~701/746-0344        ~0000007340~1 ~022~L~GRAND FORKS2400     ~Y~Y~Y~UG~105854~09/03/92~1~01
rotary~701/838-2140        ~0000013430~1 ~017~L~MINOT 2400          ~Y~Y~Y~A ~066660~01/01/92~1~01
rotary~702/883-5476        ~0000004310~1 ~001~ ~QUOTRON             ~N~N~N~A ~074116~01/01/92~1~01
rotary~702/885-2682        ~0000003673~1 ~001~H~GENERAL RENT        ~N~N~N~A ~074694~01/01/92~1~01
rotary~702/885-8411        ~0000004310~1 ~062~M~CARSON CITY2400     ~Y~Y~Y~A ~000000~08/22/83~1~01
rotary~702/885-8411        ~0000003673~1 ~062~M~CARSON CITY2400     ~Y~Y~Y~A ~000000~08/22/83~1~01
rotary~702/891-5000        ~0000013656~1 ~099~M~LAS VEGAS 2400      ~Y~Y~Y~A ~064511~01/01/92~1~01
rotary~702/891-5000        ~0000006377~1 ~099~M~LAS VEGAS 2400      ~Y~Y~Y~A ~064511~01/01/92~1~01
rotary~702/891-5000        ~0000006374~1 ~099~M~LAS VEGAS 2400      ~Y~Y~Y~A ~064511~01/01/92~1~01
rotary~702/891-5063        ~0000006377~1 ~008~ ~STATIONERS          ~N~N~N~A ~064511~01/01/92~1~01
rotary~703/273-6984        ~0000004265~1 ~001~ ~MIN.MUTUAL LIFE     ~N~N~N~A ~060386~01/01/92~1~01
rotary~703/273-7724        ~0000004346~1 ~001~ ~MDC-PSC             ~N~N~ ~A ~054616~01/01/92~1~01
rotary~703/273-7824        ~0000004265~1 ~001~ ~STATIONERS          ~N~N~N~A ~051962~01/01/92~1~01
rotary~703/273-7849        ~0000004265~1 ~001~H~STATIONERS          ~N~N~N~A ~051962~01/01/92~1~01
rotary~703/273-7922        ~0000004265~1 ~001~ ~STATIONERS          ~N~N~N~A ~051962~01/01/92~1~01
rotary~703/273-7950        ~0000004265~1 ~001~ ~STATIONERS          ~N~N~N~A ~051962~01/01/92~1~01
rotary~703/273-9473        ~0000004265~1 ~001~ ~STATIONERS          ~N~N~N~A ~048033~01/01/92~1~01
rotary~703/273-9504        ~0000004265~1 ~001~ ~STATIONERS          ~N~N~N~A ~048033~03/01/89~1~01
rotary~703/273-9520        ~0000004265~1 ~001~ ~STATIONERS          ~N~N~N~A ~048033~01/01/92~1~01
rotary~703/273-9571        ~0000004265~1 ~001~ ~STATIONERS          ~N~N~N~A ~048033~01/01/92~1~01
rotary~703/273-9627        ~0000004265~1 ~001~ ~STATIONERS          ~N~N~N~A ~048033~03/01/89~1~01
rotary~703/273-9631        ~0000004265~1 ~001~M~STATIONERS          ~N~N~N~A ~048033~01/01/92~1~01
rotary~703/273-9635        ~0000004265~1 ~001~ ~STATIONERS          ~N~N~N~A ~048033~01/01/92~1~01
rotary~703/273-9642        ~0000004265~1 ~001~L~STATIONERS          ~N~N~N~A ~048033~01/01/92~1~01
rotary~703/273-9668        ~0000004265~1 ~001~ ~STATIONERS          ~N~N~N~A ~048033~01/01/92~1~01
rotary~703/273-9669        ~0000004265~1 ~001~ ~STATIONERS          ~N~N~N~A ~048033~01/01/92~1~01
rotary~703/273-9674        ~0000004265~1 ~001~ ~STATIONERS          ~N~N~N~A ~048033~01/01/92~1~01
rotary~703/273-9703        ~0000004265~1 ~001~ ~STATIONERS          ~N~N~N~A ~048033~01/01/92~1~01
rotary~703/273-9709        ~0000004265~1 ~001~ ~STATIONERS          ~N~N~N~A ~048033~01/01/92~1~01
rotary~703/273-9725        ~0000004265~1 ~001~ ~STATIONERS          ~N~N~N~A ~048033~01/01/92~1~01
rotary~703/273-9739        ~0000004265~1 ~001~ ~STATIONERS          ~N~N~N~A ~048033~01/01/92~1~01
rotary~703/273-9740        ~0000004265~1 ~001~ ~STATIONERS          ~N~N~N~A ~048033~01/01/92~1~01
rotary~703/273-9748        ~0000004265~1 ~001~ ~STATIONERS          ~N~N~N~A ~048033~01/01/92~1~01
rotary~703/273-9757        ~0000004265~1 ~001~ ~STATIONERS          ~N~N~N~A ~048033~01/01/92~1~01
rotary~703/273-9762        ~0000004265~1 ~001~ ~STATIONERS          ~N~N~N~A ~048033~01/01/92~1~01
rotary~703/273-9767        ~0000004265~1 ~001~ ~STATIONERS          ~N~N~N~A ~048033~01/01/92~1~01
rotary~703/273-9792        ~0000004265~1 ~001~ ~STATIONERS          ~N~N~N~A ~048033~01/01/92~1~01
rotary~703/330-9070        ~0000007622~1 ~009~L~MANASSAS 2400       ~Y~Y~Y~A ~056776~03/20/90~1~01
rotary~703/344-2762        ~0000004121~1 ~071~L~ROANOKE 2400        ~Y~Y~Y~UG~107216~09/28/92~1~01
rotary~703/352-2218        ~0000006262~1 ~002~H~FAIRFAX TYMX25      ~1~N~Y~A ~043781~09/08/88~4~01
rotary~703/352-3136        ~0000013133~1 ~223~H~FAIRFAX 2400        ~Y~Y~Y~A ~063839~08/21/84~1~01
rotary~703/352-3136        ~0000013132~1 ~223~H~FAIRFAX 2400        ~Y~Y~Y~A ~063839~08/21/84~1~01
rotary~703/352-3136        ~0000011277~1 ~223~H~FAIRFAX 2400        ~Y~Y~Y~A ~063839~08/21/84~1~01
rotary~703/352-3136        ~0000011156~1 ~223~H~FAIRFAX 2400        ~Y~Y~Y~A ~063839~08/21/84~1~01
rotary~703/352-3136        ~0000010361~1 ~223~H~FAIRFAX 2400        ~Y~Y~Y~A ~063839~08/21/84~1~01
rotary~703/385-7587        ~0000006264~1 ~064~H~FAIRFAX TYMDIAL     ~1~N~Y~A ~053621~02/07/90~3~01
rotary~703/433-6333        ~0000011452~1 ~023~L~HARRISONBRG2400     ~Y~Y~Y~UG~108645~10/13/92~1~01
rotary~703/691-8200        ~0000012201~1 ~136~H~FAIRFAX             ~Y~N~N~A ~045656~05/01/83~1~01
rotary~703/691-8200        ~0000002545~1 ~136~H~FAIRFAX             ~Y~N~N~A ~045656~05/01/83~1~01
rotary~704/253-8945        ~0000011356~1 ~032~L~ASHEVILLE 2400      ~Y~Y~Y~A ~041298~01/01/92~1~01
rotary~704/329-0102        ~0000006455~1 ~131~H~CHARLOTTE 2400      ~Y~Y~Y~A ~064513~01/01/92~1~01
rotary~704/329-0102        ~0000006447~1 ~131~H~CHARLOTTE 2400      ~Y~Y~Y~A ~064513~01/01/92~1~01
rotary~704/329-0102        ~0000006414~1 ~131~H~CHARLOTTE 2400      ~Y~Y~Y~A ~064513~01/01/92~1~01
rotary~704/329-0104        ~0000006515~1 ~006~H~CHARLOTTE TYMDI     ~1~N~Y~M ~108809~10/19/92~3~01
rotary~704/329-0106        ~0000006455~1 ~001~M~MCI TELCOM          ~N~N~N~A ~070096~03/07/91~1~01
rotary~704/357-8532        ~0000006455~1 ~001~ ~QUOTRON             ~N~N~Y~A ~071632~01/01/92~1~01
rotary~704/867-2203        ~0000007607~1 ~032~L~GASTONIA 2400       ~Y~Y~Y~C ~107041~09/30/92~1~01
rotary~704/932-4131        ~0000002134~1 ~016~L~KANNAPOLIS 2400     ~Y~Y~Y~A ~108475~10/08/92~1~01
rotary~704/932-4131        ~0000010027~1 ~016~L~KANNAPOLIS 2400     ~Y~Y~Y~A ~108475~10/08/92~1~01
rotary~706/327-4214        ~0000005526~  ~008~L~ATI-16/TYMDIAL 9600 ~Y~N~Y~P ~104992~08/20/92~3~01
rotary~707-434-1040        ~0000012741~  ~008~L~FAIRFIELD           ~Y~N~Y~P ~104576~08/13/92~3~01
rotary~707/257-6810        ~0000010052~1 ~041~L~NAPA 2400           ~Y~Y~Y~A ~065336~11/20/86~1~01
rotary~707/421-0106        ~0000012456~1 ~080~L~FAIRFIELD 2400      ~Y~Y~Y~UG~104576~08/13/92~1~01
rotary~707/421-0106        ~0000002610~1 ~080~L~FAIRFIELD 2400      ~Y~Y~Y~UG~104576~08/13/92~1~01
rotary~707/445-3021        ~0000011052~1 ~061~L~EUREKA 2400         ~Y~Y~Y~UG~107373~09/30/92~1~01
rotary~707/527-6180        ~0000013560~1 ~079~L~SANTA ROSA 2400     ~Y~Y~Y~UG~106914~09/18/92~1~01
rotary~707/527-6180        ~0000004153~1 ~079~L~SANTA ROSA 2400     ~Y~Y~Y~UG~106914~09/18/92~1~01
rotary~707/571-7784        ~0000004153~1 ~001~ ~QUOTRON             ~N~N~Y~A ~069147~01/01/92~1~01
rotary~707/573-4728        ~0000013560~1 ~001~ ~QUOTRON             ~N~N~Y~A ~069585~01/01/92~1~01
rotary~707/645-1090        ~0000004166~1 ~039~L~VALLEJO 2400        ~Y~Y~Y~A ~069094~01/01/92~1~01
rotary~708/295-7075        ~0000005551~1 ~037~L~LAKE BLUFF 2400     ~Y~Y~N~A ~047609~01/01/92~1~01
rotary~708/345-9100        ~0000007731~1 ~021~L~MAYWOOD 2400        ~Y~Y~Y~A ~016072~03/14/86~1~01
rotary~708/469-2694        ~0000013732~  ~008~M~GLEN ELLYN          ~Y~N~Y~P ~105083~08/24/92~3~01
rotary~708/474-1422        ~0000006211~1 ~024~L~LANSING 2400        ~Y~Y~Y~A ~064488~11/14/86~1~01
rotary~708/501-4536        ~0000011743~1 ~019~L~NORTHFIELD 2400     ~Y~Y~N~A ~051446~01/01/92~1~01
rotary~708/698-9800        ~0000003752~1 ~014~L~ROSEMONT 2400       ~Y~Y~Y~A ~068076~01/01/92~1~01
rotary~708/790-4400        ~0000002465~1 ~035~M~GLEN ELLYN          ~Y~N~N~A ~004600~11/01/85~1~01
rotary~708/790-4955        ~0000013273~1 ~073~H~GLEN ELLYN 2400     ~Y~Y~Y~A ~063843~01/06/87~1~01
rotary~708/790-4955        ~0000013121~1 ~073~H~GLEN ELLYN 2400     ~Y~Y~Y~A ~063843~01/06/87~1~01
rotary~708/844-0700        ~0000003031~1 ~016~L~AURORA 2400         ~Y~Y~Y~A ~044437~01/01/92~1~01
rotary~708/858-3626        ~0000002465~1 ~001~ ~MDC-PSC             ~N~N~N~A ~056919~01/01/92~1~01
rotary~708/888-8113        ~0000002256~1 ~022~L~ELGIN 2400          ~Y~Y~Y~A ~034557~04/09/87~1~01
rotary~708/991-7171        ~0000011242~1 ~052~L~PALATINE 2400       ~Y~Y~Y~A ~064152~01/01/92~1~01
rotary~708/991-7171        ~0000010353~1 ~052~L~PALATINE 2400       ~Y~Y~Y~A ~064152~01/01/92~1~01
rotary~712/255-3834        ~0000013164~1 ~023~L~SIOUX CITY 2400     ~Y~Y~Y~UG~104888~08/19/92~1~01
rotary~713/293-7822        ~0000013010~  ~001~ ~                    ~N~ ~ ~A ~102325~08/25/92~1~01
rotary~713/420-3389        ~0000007717~1 ~035~L~BAYTOWN 2400        ~Y~Y~Y~A ~073490~01/01/92~1~01
rotary~713/420-3389        ~0000005120~1 ~035~L~BAYTOWN 2400        ~Y~Y~Y~A ~073490~01/01/92~1~01
rotary~713/496-1332        ~0000013010~1 ~093~H~HOUSTON 2400        ~Y~Y~Y~A ~063883~03/31/86~1~01
rotary~713/496-1332        ~0000010526~1 ~093~H~HOUSTON 2400        ~Y~Y~Y~A ~063883~03/31/86~1~01
rotary~713/496-1332        ~0000002712~1 ~093~H~HOUSTON 2400        ~Y~Y~Y~A ~063883~03/31/86~1~01
rotary~713/496-9882        ~0000006237~1 ~001~ ~BECHTEL             ~N~N~ ~A ~036323~01/01/92~1~01
rotary~713/497-3823        ~0000006704~1 ~001~ ~BRODART             ~N~N~ ~C ~107360~10/13/92~1~01
rotary~713/497-3925        ~0000006237~1 ~001~ ~GECO GEOPHYSICS     ~N~Y~ ~A ~039797~01/01/92~1~01
rotary~713/531-7303        ~0000013010~1 ~001~M~MCI TELCOM          ~N~N~N~A ~063883~01/01/92~1~01
rotary~713/531-8953        ~0000006704~  ~002~ ~BRODART             ~N~N~ ~C ~107360~10/13/92~1~01
rotary~713/556-6700        ~0000006704~1 ~084~H~HOUSTON             ~Y~N~N~A ~071965~03/28/86~1~01
rotary~713/584-0734        ~0000013010~1 ~001~ ~QUOTRON             ~N~N~Y~A ~075523~01/01/92~1~01
rotary~713/589-7591        ~0000010021~1 ~002~H~HOUSTON TYMX25      ~1~N~Y~A ~051078~08/24/89~4~01
rotary~713/589-7593        ~0000010021~1 ~002~H~HOUSTON TYMX25      ~1~N~Y~A ~051078~08/24/89~4~01
rotary~713/589-9538        ~0000013010~1 ~001~M~BOURNS              ~N~Y~N~A ~063883~01/01/92~1~01
rotary~713/870-8381        ~0000010713~1 ~022~H~HOUSTON TYMDIAL     ~Y~N~Y~UG~108708~10/14/92~3~01
rotary~714/240-9424        ~0000011273~1 ~058~L~SAN CLEMENT2400     ~Y~Y~Y~A ~075023~02/03/88~1~01
rotary~714/240-9424        ~0000006304~1 ~058~L~SAN CLEMENT2400     ~Y~Y~Y~A ~075023~02/03/88~1~01
rotary~714/250-4909        ~0000005461~1 ~002~H~NEWPORT BEACH T     ~1~N~Y~A ~052269~12/11/89~4~01
rotary~714/370-1200        ~0000004214~1 ~032~M~COLTON              ~Y~N~N~A ~108713~10/15/92~1~01
rotary~714/370-1200        ~0000002655~1 ~032~M~COLTON              ~Y~N~N~A ~108713~10/15/92~1~01
rotary~714/379-1728        ~0000004271~  ~001~ ~QUOTRON             ~ ~ ~ ~A ~000000~10/09/92~1~01
rotary~714/422-0222        ~0000005325~1 ~028~M~COLTON 2400         ~Y~Y~Y~A ~039653~01/01/92~1~01
rotary~714/737-5510        ~0000007652~1 ~032~L~CORONA 2400         ~Y~Y~Y~UG~104915~08/19/92~1~01
rotary~714/752-1493        ~0000002644~1 ~022~H~NEWPORT BEACH T     ~Y~N~Y~UG~108755~10/16/92~3~01
rotary~714/756-8341        ~0000002631~1 ~056~H~NEWPORT BEACH       ~Y~N~N~A ~000000~11/01/83~1~01
rotary~714/852-8141        ~0000013252~1 ~074~H~NWPRT BEACH2400     ~Y~Y~Y~A ~063868~03/23/84~1~01
rotary~714/852-8141        ~0000013251~1 ~074~H~NWPRT BEACH2400     ~Y~Y~Y~A ~063868~03/23/84~1~01
rotary~714/860-0057        ~0000007556~1 ~098~M~DIAMOND BAR2400     ~Y~Y~Y~A ~000000~02/13/84~1~01
rotary~714/860-0057        ~0000005674~1 ~098~M~DIAMOND BAR2400     ~Y~Y~Y~A ~000000~02/13/84~1~01
rotary~714/860-0057        ~0000004263~1 ~098~M~DIAMOND BAR2400     ~Y~Y~Y~A ~000000~02/13/84~1~01
rotary~714/860-2881        ~0000005777~1 ~010~H~DIAMOND BAR TYM     ~1~N~Y~A ~074605~01/01/92~3~01
rotary~714/872-0394        ~0000004046~1 ~008~H~COLTON TYMDIAL      ~1~N~Y~A ~108873~08/13/91~3~01
rotary~714/985-1153        ~0000013171~1 ~020~L~UPLAND 2400         ~Y~Y~Y~A ~064418~11/10/86~1~01
rotary~715/833-0121        ~0000002301~1 ~029~L~EAU CLAIRE 2400     ~Y~Y~Y~UG~105204~08/26/92~1~01
rotary~715/848-6171        ~0000005365~1 ~031~L~WAUSAU 2400         ~Y~Y~Y~UG~107010~09/18/92~1~01
rotary~716/285-2561        ~0000003704~1 ~016~L~NIAGARAFLLS2400     ~Y~Y~Y~A ~000000~01/01/92~1~01
rotary~716/385-2833        ~0000006464~1 ~001~ ~VWR SCIENTIFIC      ~N~N~N~A ~065109~01/01/92~1~01
rotary~716/385-5710        ~0000006464~1 ~037~H~PITTSFORD 2400      ~Y~Y~Y~A ~012160~04/28/86~1~01
rotary~716/385-5817        ~0000006462~1 ~033~H~PITTSFORD           ~Y~N~N~A ~000000~12/01/85~1~01
rotary~716/488-0794        ~0000010171~1 ~016~L~JAMESTOWN 2400      ~Y~Y~Y~A ~069515~05/23/86~1~01
rotary~716/586-4100        ~0000007162~1 ~010~H~PITTSFORD TYMDI     ~Y~N~Y~UG~108665~10/13/92~3~01
rotary~716/586-4829        ~0000007162~1 ~001~H~PITTSFORD TYMX2     ~1~N~Y~A ~070231~04/17/91~4~01
rotary~716/586-4858        ~0000007162~1 ~001~H~PITTSFORD TYMX2     ~1~N~Y~A ~052700~04/17/91~4~01
rotary~716/893-1014        ~0000011123~1 ~062~M~BUFFALO 2400        ~Y~Y~Y~A ~074749~03/20/86~1~01
rotary~716/893-1014        ~0000007010~1 ~062~M~BUFFALO 2400        ~Y~Y~Y~A ~074749~03/20/86~1~01
rotary~716/893-1306        ~0000010061~1 ~038~M~BUFFALO             ~Y~N~N~A ~016765~05/05/86~1~01
rotary~716/893-9622        ~0000007011~1 ~010~H~BUFFALO TYMDIAL     ~1~N~Y~A ~074749~01/01/92~3~01
rotary~717/321-8520        ~0000010066~1 ~032~L~WILLMSPORT 2400     ~Y~Y~Y~A ~068677~08/26/91~1~01
rotary~717/348-0765        ~0000004464~1 ~032~L~SCRANTON 2400       ~Y~Y~Y~A ~044463~01/01/92~1~01
rotary~717/569-1081        ~0000013625~1 ~060~L~LANCASTER 2400      ~Y~Y~Y~UG~107457~10/03/92~1~01
rotary~717/569-1081        ~0000011231~1 ~060~L~LANCASTER 2400      ~Y~Y~Y~UG~107457~10/03/92~1~01
rotary~717/761-5694        ~0000013553~1 ~001~ ~QUOTRON             ~N~N~Y~A ~075125~01/01/92~1~01
rotary~717/763-6481        ~0000003643~1 ~031~M~LEMOYNE             ~Y~N~N~A ~005818~07/20/83~1~01
rotary~717/826-8991        ~0000007707~1 ~043~L~WILKESBARRE2400     ~Y~Y~Y~A ~039612~01/22/85~1~01
rotary~717/826-8991        ~0000003125~1 ~043~L~WILKESBARRE2400     ~Y~Y~Y~A ~039612~01/22/85~1~01
rotary~717/852-8186        ~0000010071~1 ~052~L~YORK 2400           ~Y~Y~Y~UG~107415~10/01/92~1~01
rotary~717/975-9881        ~0000013553~1 ~075~M~LEMOYNE 2400        ~Y~Y~Y~A ~040220~01/22/88~1~01
rotary~717/975-9881        ~0000011301~1 ~075~M~LEMOYNE 2400        ~Y~Y~Y~A ~040220~01/22/88~1~01
rotary~719/543-9712        ~0000013244~1 ~032~L~PUEBLO 2400         ~Y~Y~Y~UG~108575~10/12/92~1~01
rotary~719/590-1003        ~0000013541~1 ~089~M~COLORDO SPR2400     ~Y~Y~Y~UG~101917~07/27/92~1~01
rotary~719/590-1003        ~0000010467~1 ~089~M~COLORDO SPR2400     ~Y~Y~Y~UG~101917~07/27/92~1~01
rotary~719/592-1161        ~0000002470~  ~008~M~COLORADO SPRINGS    ~Y~N~Y~P ~101917~07/21/92~3~01
rotary~800/222-0555        ~0000011152~2 ~432~H~MEGACOM 800         ~Y~N~Y~A ~043338~05/01/85~1~01
rotary~800/222-0555        ~0000011151~2 ~432~H~MEGACOM 800         ~Y~N~Y~A ~043338~05/01/85~1~01
rotary~800/222-0555        ~0000011150~2 ~432~H~MEGACOM 800         ~Y~N~Y~A ~043338~05/01/85~1~01
rotary~800/222-0555        ~0000007656~2 ~432~H~MEGACOM 800         ~Y~N~Y~A ~043338~05/01/85~1~01
rotary~800/222-0555        ~0000007655~2 ~432~H~MEGACOM 800         ~Y~N~Y~A ~043338~05/01/85~1~01
rotary~800/222-0555        ~0000004372~2 ~432~H~MEGACOM 800         ~Y~N~Y~A ~043338~05/01/85~1~01
rotary~800/222-0555        ~0000003035~2 ~432~H~MEGACOM 800         ~Y~N~Y~A ~043338~05/01/85~1~01
rotary~800/222-0555        ~0000002704~2 ~432~H~MEGACOM 800         ~Y~N~Y~A ~043338~05/01/85~1~01
rotary~800/222-0555        ~0000002346~2 ~432~H~MEGACOM 800         ~Y~N~Y~A ~043338~05/01/85~1~01
rotary~800/462-3028        ~0000003010~1 ~004~L~WESTERN UNION       ~N~N~N~A ~051841~08/02/89~ ~00
rotary~800/462-4213        ~0000003322~2 ~004~I~                    ~Y~N~ ~A ~000000~03/29/85~1~01
rotary~800/628-9525        ~0000011160~2 ~024~H~CHICAGO 800         ~1~N~Y~A ~067831~11/08/91~3~01
rotary~801/359-2119        ~0000011500~1 ~001~ ~BOURN, INC.         ~N~N~N~A ~071854~01/01/92~1~01
rotary~801/363-1450        ~0000011500~1 ~001~ ~PIPER AIRCRAFT      ~N~Y~N~C ~108396~10/15/92~1~01
rotary~801/364-0223        ~0000011500~1 ~001~H~PIPER AIRCRAFT      ~N~N~N~C ~108396~10/15/92~1~01
rotary~801/364-0780        ~0000002737~1 ~036~H~SALT LAKE CITY      ~Y~N~N~A ~000000~10/07/82~1~01
rotary~801/364-6902        ~0000013246~1 ~002~H~SALT LAKE CITY      ~1~N~Y~A ~071854~04/15/92~4~01
rotary~801/364-7439        ~0000013246~1 ~002~H~SALT LAKE CITY      ~1~N~Y~A ~071854~04/15/92~4~01
rotary~801/364-7605        ~0000013246~1 ~016~H~SALT LAKE CITY      ~1~N~Y~A ~071854~04/15/92~3~01
rotary~801/373-2192        ~0000011053~1 ~045~L~PROVO 2400          ~Y~Y~Y~UG~104362~08/25/92~1~01
rotary~801/393-5280        ~0000007226~1 ~013~L~OGDEN 2400          ~Y~Y~Y~A ~044425~08/15/88~1~01
rotary~801/533-8152        ~0000011500~1 ~034~H~SLT LK CITY2400     ~Y~Y~Y~A ~071854~06/01/85~1~01
rotary~802-863-8225        ~0000002261~1 ~001~M~QUOTRON             ~N~N~Y~C ~104235~08/10/92~1~01
rotary~802/229-4508        ~0000007107~1 ~020~L~MONTPELIER 2400     ~Y~Y~Y~UG~105345~08/28/92~1~01
rotary~802/862-1000        ~0000002261~1 ~019~L~BURLINGTON 2400     ~Y~Y~Y~A ~059370~01/01/92~1~01
rotary~803 232-3348        ~0000011240~  ~001~ ~                    ~ ~ ~ ~P ~104729~08/24/92~1~01
rotary~803/254-7563        ~0000013651~1 ~159~M~COLUMBIA 2400       ~Y~Y~Y~A ~000000~07/11/83~1~01
rotary~803/254-7563        ~0000013650~1 ~159~M~COLUMBIA 2400       ~Y~Y~Y~A ~000000~07/11/83~1~01
rotary~803/254-7563        ~0000011237~1 ~159~M~COLUMBIA 2400       ~Y~Y~Y~A ~000000~07/11/83~1~01
rotary~803/254-7563        ~0000003266~1 ~159~M~COLUMBIA 2400       ~Y~Y~Y~A ~000000~07/11/83~1~01
rotary~803/271-9213        ~0000011240~1 ~077~M~GREENVILLE 2400     ~Y~Y~Y~UG~107035~09/21/92~1~01
rotary~803/271-9213        ~0000005201~1 ~077~M~GREENVILLE 2400     ~Y~Y~Y~UG~107035~09/21/92~1~01
rotary~803/370-9014        ~0000007272~1 ~004~H~GREENVILLE TYMD     ~1~N~Y~A ~071958~04/23/92~3~01
rotary~803/448-1619        ~0000007175~1 ~042~L~MYRTLEBEACH2400     ~Y~Y~Y~UG~108383~10/05/92~1~01
rotary~803/553-0860        ~0000013630~1 ~077~L~N CHARLESTN2400     ~Y~Y~Y~UG~108509~10/08/92~1~01
rotary~803/553-0860        ~0000011162~1 ~077~L~N CHARLESTN2400     ~Y~Y~Y~UG~108509~10/08/92~1~01
rotary~803/579-7088        ~0000007370~1 ~041~L~SPARTANBURG2400     ~Y~Y~Y~UG~107082~09/22/92~1~01
rotary~803/648-0237        ~0000012601~1 ~024~L~AIKEN 2400          ~Y~Y~Y~UG~106953~09/17/92~1~01
rotary~803/664-0550        ~0000010604~1 ~032~L~FLORENCE 2400       ~Y~Y~Y~A ~031928~11/12/86~1~01
rotary~803/797-1691        ~0000013630~1 ~001~ ~QUOTRON             ~N~N~Y~M ~108509~10/08/92~1~01
rotary~804/229-6786        ~0000002435~1 ~032~L~WILLIAMSBRG2400     ~Y~Y~Y~UG~105135~08/25/92~1~01
rotary~804/330-0002        ~0000005142~1 ~010~H~RICHMOND TYMDIA     ~1~N~Y~A ~074863~01/01/92~3~01
rotary~804/330-2465        ~0000006715~1 ~032~M~RICHMOND            ~Y~N~N~A ~041205~01/01/92~1~01
rotary~804/330-2673        ~0000011331~1 ~142~M~RICHMOND 2400       ~Y~Y~Y~A ~074863~01/01/92~1~01
rotary~804/330-2673        ~0000006367~1 ~142~M~RICHMOND 2400       ~Y~Y~Y~A ~074863~01/01/92~1~01
rotary~804/330-2673        ~0000004323~1 ~142~M~RICHMOND 2400       ~Y~Y~Y~A ~074863~01/01/92~1~01
